episode_seed,success,terminated,truncated,collision,episode_return,episode_length,final_distance,min_distance,final_speed,min_speed,max_stage,reached_exit_stage,reached_goal_stage,final_x,final_y,final_z,goal_x,goal_y,goal_z
20027,False,False,True,False,153.2121383752406,422,0.418904185295105,0.11925109475851059,0.10498174279928207,0.0,goal,True,True,0.7050585150718689,-0.3643621504306793,0.4313337206840515,0.47346341609954834,-0.021257193759083748,0.36711999773979187
20028,True,True,False,False,53.23246092055652,230,0.09713751822710037,0.09713751822710037,0.1426623910665512,0.0,goal,True,True,0.5355762839317322,-0.06382220983505249,0.4715035855770111,0.5177869200706482,-0.09149236232042313,0.38010555505752563
20029,True,True,False,False,57.7022667615471,247,0.07828773558139801,0.07828773558139801,0.145291268825531,0.0,goal,True,True,0.627937376499176,0.02673865295946598,0.5816925168037415,0.6098670363426208,-0.020466558635234833,0.521908700466156
20030,True,True,False,False,58.87804218355464,259,0.08886099606752396,0.08886099606752396,0.13632170855998993,0.0,goal,True,True,0.6582529544830322,-0.0897979885339737,0.5403447151184082,0.5893350839614868,-0.09150049090385437,0.4842759966850281
20031,True,True,False,False,66.59354623260772,222,0.08816166967153549,0.08816166967153549,0.14091286063194275,0.0,goal,True,True,0.6025018095970154,0.09699418395757675,0.7139646410942078,0.5483263731002808,0.0780031755566597,0.647055447101593
20032,False,False,True,False,155.642044868988,422,0.3232283592224121,0.1765192151069641,0.19872118532657623,0.0,goal,True,True,0.7925729751586914,-0.030540943145751953,0.44991862773895264,0.5195260047912598,0.09804697334766388,0.33421608805656433
20033,True,True,False,False,62.59911962679204,236,0.08011815696954727,0.06014277786016464,0.14726372063159943,0.0,goal,True,True,0.7235072255134583,-0.08367468416690826,0.7062454223632812,0.6443731188774109,-0.09279876202344894,0.7148165106773376
20034,True,True,False,False,68.14238172393652,253,0.08411969989538193,0.0834660530090332,0.14463813602924347,0.0,goal,True,True,0.5519014596939087,-0.016507120802998543,0.7132114171981812,0.4891101121902466,-0.006359416525810957,0.6581624150276184
20035,False,False,True,False,175.38239881347658,422,0.3341948986053467,0.07917104661464691,0.04481961205601692,0.0,goal,True,True,0.6934751868247986,-0.26357749104499817,0.6305922865867615,0.474167138338089,-0.016079317778348923,0.582271933555603
20036,True,True,False,False,58.55889489311997,225,0.05699780955910683,0.05699780955910683,0.13929545879364014,0.0,goal,True,True,0.565791666507721,-0.06217719614505768,0.7334550619125366,0.5225480198860168,-0.09805908799171448,0.7239036560058594
20037,True,True,False,False,90.91692586104702,252,0.09897073358297348,0.011095605790615082,0.05790061503648758,0.0,goal,True,True,0.5236192345619202,-0.1842544823884964,0.7526916265487671,0.47711795568466187,-0.09691888839006424,0.7550004720687866
20038,False,False,True,False,162.03352667069302,422,0.5206443071365356,0.06810719519853592,0.10480406880378723,0.0,goal,True,True,1.0104432106018066,-0.34283289313316345,0.38918793201446533,0.6472381353378296,0.028939802199602127,0.3585670292377472
20039,True,True,False,False,53.723946917970196,211,0.09913253039121628,0.09913253039121628,0.11196985095739365,0.0,goal,True,True,0.5760865807533264,0.03620871528983116,0.6103723645210266,0.5695396661758423,-0.048720527440309525,0.5596631765365601
20040,True,True,False,False,54.4966402768141,215,0.09905406087636948,0.09905406087636948,0.11305377632379532,0.0,goal,True,True,0.5605488419532776,0.01912885531783104,0.5414217114448547,0.6010518074035645,-0.04766123741865158,0.480509489774704
20041,True,True,False,False,81.14423654696786,244,0.09912920743227005,0.09912920743227005,0.058182135224342346,0.0,goal,True,True,0.6673469543457031,0.07497698813676834,0.8245774507522583,0.5708094239234924,0.06495610624551773,0.804410994052887
20042,True,True,False,False,64.12516063478333,241,0.0969775840640068,0.0969775840640068,0.14072191715240479,0.0,goal,True,True,0.5648494958877563,0.04620224982500076,0.7129684686660767,0.6143179535865784,-0.016786471009254456,0.6582880616188049
20043,False,False,True,False,168.91566023735612,422,0.26753705739974976,0.09125092625617981,0.05690488964319229,0.0,goal,True,True,0.730218231678009,-0.22604809701442719,0.6351627111434937,0.5346768498420715,-0.050480328500270844,0.5850070118904114
20044,False,False,True,False,148.24571957202488,422,0.5008512735366821,0.09429319202899933,0.024338185787200928,0.0,goal,True,True,0.972998321056366,-0.3793399930000305,0.7911803722381592,0.6158231496810913,-0.028309911489486694,0.7837117910385132
20045,False,False,True,False,186.03007257807002,422,0.24212214350700378,0.10950647294521332,0.06781084835529327,0.0,goal,True,True,0.7143132090568542,-0.04706460237503052,0.6135036945343018,0.5000399947166443,0.0431194007396698,0.545850396156311
20046,True,True,False,False,69.77645189423885,241,0.0839935839176178,0.0839935839176178,0.1491846889257431,0.0,goal,True,True,0.5622360110282898,-0.007184125948697329,0.48055949807167053,0.5799745321273804,0.006550207268446684,0.39961734414100647
20047,True,True,False,False,66.48304392480445,242,0.09960179030895233,0.09960179030895233,0.09743548929691315,0.0,goal,True,True,0.5833507180213928,0.11398822069168091,0.6178441047668457,0.5803630352020264,0.08020485192537308,0.5241943597793579
20048,True,True,False,False,50.34756083899108,199,0.09853686392307281,0.09853686392307281,0.14686840772628784,0.0,goal,True,True,0.45599010586738586,0.046461667865514755,0.7150522470474243,0.5011976957321167,-0.029452545568346977,0.6714308857917786
20049,False,False,True,False,207.31877131701793,422,0.19801095128059387,0.1047748252749443,0.09092482179403305,0.0,goal,True,True,0.801128089427948,-0.15151946246623993,0.4100429117679596,0.6222599744796753,-0.09667596966028214,0.3451836407184601
